51	46	71	75	75	73	69	19	10	10	71	68	13	18	20	68	9	67	49	76	0	70	79	70	13	31	45	70	51	51	77	73	16	10	69	70	12	74	69	41	75	71	72	74	13	76	47	13	70	72	73	45	73	71	72	53	51	71	72	69	71	45	15	76	71	77	20	21	43	69	12	13	10	70	55	74	54	70	72	70	9	51	64	13	19	58	8	71	14	69	51	59	34	63	69	49	70	11	18	14	68	71	31	14	45	11	72	69	64	16	6	51	69	72	15	51	72	49	13	45	20	67	68	70	76	69	72	8	47	75	21	76	65	36	12	24	20	68	77	13	49	12	72	50	14	74	16	74	71	36	67	70	70	19	67	75	72	68	63	65	20	66	79	72	69	39	28	67	22	69	74	27	74	68	20	70	71	11	72	66	72	74	11	64	45	16	52	73	18	73	11	50	48	69	76	17	68	44	47	34
57	61	13	28	12	12	12	71	69	72	9	17	73	72	68	12	73	20	59	18	70	0	46	17	70	69	59	13	54	53	17	20	70	67	14	13	70	13	11	75	14	14	13	15	71	32	54	70	22	9	18	57	74	12	15	55	58	15	16	10	14	73	73	13	13	39	69	76	59	11	72	76	73	12	69	15	57	12	18	18	69	55	17	68	74	60	72	16	70	12	83	57	75	30	10	61	12	69	77	68	10	18	78	71	52	68	15	14	16	71	68	54	9	15	70	56	18	55	74	80	68	12	8	15	21	13	14	73	57	17	79	13	14	78	69	72	78	30	34	73	60	73	20	57	68	11	68	12	19	90	12	18	23	68	12	23	15	14	18	16	76	20	25	18	9	83	72	11	69	9	16	70	17	14	66	14	32	72	12	15	21	21	65	14	82	68	58	20	78	15	70	63	58	11	20	68	12	57	53	75
59	67	55	58	49	45	49	82	79	80	47	46	82	81	78	51	83	61	58	56	79	46	0	55	79	79	62	52	50	49	53	49	82	79	52	50	80	51	48	89	47	49	49	50	83	62	58	81	60	47	58	58	80	48	45	45	60	44	53	53	52	87	84	50	48	61	82	84	66	48	82	83	84	49	72	58	56	47	56	58	78	56	54	78	83	54	79	45	81	51	89	54	81	50	46	60	48	82	84	78	47	45	83	80	57	80	51	52	48	80	79	53	48	55	79	58	44	54	82	93	81	46	51	52	47	56	47	81	57	48	87	53	48	85	80	83	88	63	70	84	63	81	54	57	81	49	80	47	46	96	46	51	58	75	45	38	50	50	49	51	82	48	55	44	45	85	86	46	77	42	56	76	51	48	76	49	56	79	46	55	40	45	77	54	84	82	64	58	86	50	81	68	59	46	49	79	47	58	60	77
64	67	10	29	16	19	15	71	69	72	17	17	73	72	68	16	73	12	64	20	70	17	55	0	71	69	67	16	63	60	13	24	72	67	12	11	69	15	16	77	19	10	14	14	69	37	60	69	13	16	14	64	77	18	20	63	65	15	12	14	12	69	72	17	13	39	68	75	64	17	71	75	72	12	70	13	66	17	11	13	69	62	14	68	74	66	72	19	70	12	85	66	75	38	16	67	16	69	77	68	16	18	77	72	59	69	17	10	16	70	68	61	13	14	71	62	22	63	75	80	69	16	13	18	21	12	14	72	63	15	77	11	15	78	70	69	76	32	24	73	68	74	15	65	67	11	67	19	17	85	15	13	20	69	15	32	19	14	19	16	76	23	24	18	18	80	71	12	70	18	13	71	18	16	65	14	34	71	17	14	24	24	65	16	80	68	64	17	77	14	69	67	62	15	18	69	11	61	60	76
51	48	70	76	75	71	68	16	16	17	71	67	14	15	25	69	13	67	49	75	13	70	79	71	0	33	45	70	52	52	76	73	19	17	69	70	17	73	69	44	76	72	71	74	19	76	46	15	70	72	73	45	71	70	71	51	52	72	73	69	72	44	18	76	72	76	24	26	45	68	21	15	15	70	59	75	53	70	73	71	10	51	63	16	18	63	17	71	15	69	55	60	40	64	69	51	69	14	22	16	68	71	30	15	44	16	72	70	65	21	14	50	69	73	17	51	72	48	13	43	18	66	69	70	76	69	72	17	47	75	24	76	65	39	15	32	20	71	79	15	52	16	70	50	18	74	15	73	70	38	67	70	69	14	66	78	74	68	65	65	15	67	78	74	68	40	28	67	25	69	75	29	75	68	25	69	72	10	72	67	72	72	18	65	46	17	53	73	21	72	21	50	48	68	77	16	69	44	48	40
55	46	70	70	71	69	68	28	25	32	70	66	27	33	37	65	33	67	46	73	31	69	79	69	33	0	44	70	52	51	73	72	31	28	67	66	29	70	69	56	71	71	71	70	29	69	51	30	66	71	71	47	63	70	68	52	50	68	70	68	69	49	38	74	69	81	38	37	42	65	28	29	29	67	48	71	57	66	69	67	26	49	63	36	34	53	30	65	28	65	52	57	46	69	68	51	71	28	33	28	66	70	44	29	49	34	69	66	64	31	30	49	69	69	26	54	70	51	32	54	34	65	67	65	72	69	70	31	47	71	32	74	65	43	27	43	34	68	78	31	49	32	68	50	32	72	25	71	70	57	63	70	70	39	65	73	71	66	60	62	33	63	79	71	67	53	36	66	34	69	72	34	69	65	32	68	78	29	67	62	68	71	27	63	42	25	48	69	39	69	31	47	50	67	72	26	66	42	46	36
20	17	66	70	62	60	64	46	40	45	62	56	44	42	44	58	48	66	19	67	45	59	62	67	45	44	0	61	20	19	67	61	38	41	63	62	46	66	61	50	62	66	64	64	44	67	24	48	68	63	68	11	48	63	58	25	19	64	69	60	64	61	54	65	64	73	54	48	14	59	45	50	48	61	37	65	22	61	68	65	45	14	58	48	52	43	44	62	44	60	55	30	41	48	59	17	60	48	45	45	59	62	58	41	19	49	63	64	56	51	44	19	61	68	41	22	62	15	48	52	41	58	60	59	69	63	62	46	17	64	48	67	60	53	41	59	53	67	72	48	18	41	63	14	49	67	49	62	64	71	59	66	61	50	58	67	68	61	60	58	52	62	68	67	59	62	56	60	43	60	68	36	67	61	45	62	65	46	62	61	62	67	40	56	59	41	15	69	55	64	46	22	22	61	70	42	61	17	15	44
59	62	15	34	14	17	15	72	69	71	14	17	72	72	68	14	71	19	61	20	70	13	52	16	70	70	61	0	56	55	17	21	70	66	10	11	69	16	11	72	18	15	16	13	68	36	57	69	17	12	15	60	77	16	15	58	60	15	18	11	10	71	71	12	14	39	66	75	60	20	70	76	72	10	70	17	61	16	17	20	68	56	13	68	72	62	71	18	69	14	80	59	74	33	12	62	13	68	75	67	18	15	74	71	55	67	16	14	12	70	68	58	12	17	69	60	19	58	73	78	69	15	13	15	22	14	11	72	59	14	78	15	17	81	68	70	78	36	26	72	62	72	17	59	66	13	68	17	20	88	16	18	16	69	18	30	20	13	19	12	76	21	19	19	15	81	73	14	68	13	12	73	19	13	66	15	30	71	17	17	22	23	64	16	78	67	60	20	76	14	68	66	59	16	19	69	17	58	56	74
21	24	62	65	58	55	59	55	48	53	57	53	54	50	52	55	56	65	18	63	51	54	50	63	52	52	20	56	0	15	64	56	45	48	60	58	52	61	54	55	56	60	60	59	53	68	24	57	66	57	64	19	57	58	52	23	20	56	64	57	58	71	61	59	58	70	60	56	24	56	53	57	56	56	38	63	23	56	65	63	52	19	54	55	56	37	50	57	52	57	55	17	43	47	54	18	55	56	55	53	55	56	63	50	20	56	59	59	51	59	51	21	56	64	49	25	56	18	56	64	49	55	56	57	60	60	56	54	16	58	55	63	55	65	48	66	60	64	72	56	17	48	60	20	56	61	56	57	58	78	55	63	58	56	53	59	62	57	54	53	60	54	64	59	55	72	66	54	53	52	63	42	61	55	54	56	63	52	56	58	55	56	48	55	68	51	21	64	63	59	53	28	24	57	63	50	57	20	18	49
18	23	61	66	57	53	58	55	47	51	57	50	53	49	49	54	55	64	16	63	51	53	49	60	52	51	19	55	15	0	61	54	48	48	58	56	52	60	54	54	56	59	57	58	52	69	18	55	64	56	63	16	56	57	50	20	17	56	63	56	57	64	60	58	57	67	59	55	19	54	51	57	55	55	37	61	17	54	63	61	52	13	52	54	58	41	49	56	53	55	62	26	43	46	53	13	53	55	53	51	54	53	64	49	19	56	58	59	49	57	50	11	55	63	50	21	54	12	55	62	50	52	55	56	59	59	54	53	14	55	55	62	54	59	50	62	60	64	69	57	24	49	56	14	55	60	55	55	55	75	54	59	55	56	51	60	62	55	54	52	60	56	61	58	54	67	63	52	50	52	63	41	61	55	51	54	63	51	56	57	54	58	47	52	66	49	19	65	61	57	52	26	15	55	62	50	55	14	17	46
65	68	12	31	10	14	17	76	75	77	15	17	78	77	73	19	79	21	66	21	77	17	53	13	76	73	67	17	64	61	0	24	77	73	13	10	76	14	18	82	17	17	14	12	76	32	63	74	16	16	16	65	74	17	18	62	66	19	15	17	13	74	79	13	17	37	74	80	66	18	77	81	79	13	74	15	66	15	16	20	75	62	17	75	80	67	79	19	75	12	90	66	81	38	14	69	18	74	82	73	19	18	81	77	62	75	17	14	18	76	75	62	16	17	76	64	23	64	80	85	75	16	15	12	21	18	12	79	66	14	83	11	21	82	76	77	84	37	29	78	71	80	14	65	73	13	72	18	18	93	16	14	19	74	18	31	22	14	22	18	81	25	19	20	16	84	76	17	74	18	16	77	19	17	71	16	36	77	16	17	23	25	71	19	82	73	65	17	83	11	76	69	64	14	17	74	15	63	62	79
58	63	22	45	21	24	22	77	71	74	23	24	74	73	71	21	75	28	61	14	73	20	49	24	73	72	61	21	56	54	24	0	73	70	24	21	71	16	20	76	19	18	15	21	73	48	56	73	28	19	24	60	78	16	21	58	59	20	29	22	21	69	74	25	25	52	72	76	62	23	73	77	75	18	68	24	62	23	24	29	71	56	24	69	74	62	73	22	73	22	84	58	75	43	19	62	16	72	77	70	20	24	80	72	55	71	14	24	20	72	70	57	17	22	72	57	17	58	75	83	72	16	18	25	32	24	21	74	59	22	78	19	23	80	71	73	80	30	37	76	63	74	24	60	70	20	71	18	30	90	20	19	30	72	22	36	31	17	31	27	80	33	28	27	23	84	77	18	72	21	22	73	19	20	67	23	31	74	20	29	26	28	67	28	81	69	58	32	80	24	73	67	58	22	20	70	20	58	57	76
45	39	71	74	74	73	70	18	14	18	71	69	21	17	25	68	20	68	42	75	16	70	82	72	19	31	38	70	45	48	77	73	0	10	70	70	17	74	70	42	74	73	73	74	19	75	44	22	72	73	73	39	63	71	72	51	46	72	74	68	72	54	26	76	72	78	30	24	37	69	18	20	17	70	47	73	49	70	73	71	19	46	64	23	24	57	18	73	13	69	43	51	30	62	70	43	71	20	23	22	68	73	35	17	41	21	72	69	65	27	16	47	69	74	16	45	74	45	21	47	14	69	69	69	77	69	72	18	41	75	20	76	66	39	11	36	25	69	77	18	41	11	72	45	22	75	21	74	72	46	68	73	70	26	68	78	74	69	65	66	28	66	79	75	70	49	32	68	28	70	74	23	75	69	24	71	71	20	72	66	73	74	19	65	51	17	44	72	31	73	19	41	44	71	78	15	69	38	41	35
48	42	67	71	71	70	66	16	7	12	68	64	16	16	20	65	14	64	44	72	10	67	79	67	17	28	41	66	48	48	73	70	10	0	66	66	11	70	67	42	72	69	69	70	13	73	45	16	67	69	69	42	68	67	69	52	48	67	69	65	68	49	21	73	68	74	24	22	39	65	12	15	11	66	49	69	51	67	68	66	13	47	60	17	21	56	13	68	10	65	47	55	32	61	66	45	67	13	19	16	64	68	32	13	42	16	69	65	61	20	10	47	65	69	13	47	71	46	18	47	15	65	65	66	73	66	68	12	43	71	20	72	62	36	8	28	22	65	72	15	46	12	68	47	16	71	15	70	68	42	64	68	66	22	63	74	70	65	60	61	24	63	75	70	66	44	27	64	24	66	70	24	71	65	18	66	69	14	69	62	69	71	13	61	47	12	47	69	27	69	12	44	45	67	73	15	65	39	43	32
